имя_файла,дата_обработки,форма_лба,положение_бровей,форма_головы,ошибка,соотношение_лба,средняя_высота_бровей,соотношение_головы
Дарья Шельвинская (4).jpg,2025-04-17 15:48:37,прямоугольный,низкие,горизонтальная,,16.55,13.6,1.43
Дарья Шельвинская (5).jpg,2025-04-17 15:48:37,прямоугольный,высокие,горизонтальная,,7.72,28.5,1.12
Дарья Шельвинская (6).jpg,2025-04-17 15:48:37,не определено,не определено,не определено,Лицо не обнаружено
Дарья Шельвинская (7).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.51,20.2,1.07
Дарья Шельвинская (8).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,6.77,11.0,1.07
Джордан (2).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.99,20.2,1.13
Джордан.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.32,19.0,1.14
Дирак.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.47,15.3,1.18
Дирак1.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,13.32,20.2,1.28
Дирак3.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.55,15.1,1.26
Дирак7.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,5.46,17.8,1.0
Дирак9.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.03,16.7,1.03
Евгения Кудашкина (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,14.71,67.8,1.37
Евгения Кудашкина (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.02,75.1,1.18
Евгения Кудашкина (4).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.75,58.8,1.26
Евгения Кудашкина (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.58,36.3,1.07
Елена Анциферова (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.93,28.6,1.09
Елена Анциферова (10).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,3.54,13.8,0.91
Елена Анциферова (11).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,17.46,12.0,1.69
Елена Анциферова (12).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.02,37.7,1.07
Елена Анциферова (13).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,12.46,31.3,1.25
Елена Анциферова (14).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.39,101.3,1.21
Елена Анциферова (15).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.66,17.7,1.13
Елена Анциферова (16).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,5.78,17.4,1.03
Елена Анциферова (17).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.88,29.5,1.08
Елена Анциферова (18).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,5.93,12.9,1.02
Елена Анциферова (19).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,7.43,14.8,1.1
Елена Анциферова (2).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,7.44,9.2,1.11
Елена Анциферова (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.03,20.4,1.04
Елена Анциферова (4).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,11.83,3.6,0.93
Елена Анциферова (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.5,25.5,1.27
Елена Анциферова (6).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.58,24.3,1.17
Елена Анциферова (7).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.61,28.8,1.08
Елена Анциферова (8).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.23,21.0,0.95
Елена Анциферова (9).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.13,23.6,1.05
Елена Заславская (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,16.96,21.2,1.43
Елена Заславская (10).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,7.32,12.3,1.09
Елена Заславская (11).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.16,20.3,1.14
Елена Заславская (12).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.31,17.6,1.14
Елена Заславская (13).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.54,74.2,1.07
Елена Заславская (14).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.76,34.1,1.0
Елена Заславская (15).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.99,87.1,1.12
Елена Заславская (2).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.76,27.6,1.12
Елена Заславская (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,4.83,18.0,0.97
Елена Заславская (4).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.06,23.1,1.03
Елена Заславская (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.14,18.6,1.18
Елена Заславская (6).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,16.73,35.4,1.44
Елена Заславская (7).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,16.17,81.3,1.4
Елена Заславская (8).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.25,31.5,1.22
Елена Заславская (9).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.69,46.1,1.18
Елизавета Гимадеева (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.84,28.8,1.21
Елизавета Гимадеева (2).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.77,33.1,1.12
Елизавета Гимадеева (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.23,28.3,1.13
Елизавета Гимадеева (4).jpg,2025-04-17 15:48:38,не определено,не определено,не определено,Лицо не обнаружено
Елизавета Гимадеева (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.3,19.4,0.97
Елизавета Гимадеева (6).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.04,15.3,1.2
игорь кочетков (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,4.06,38.9,0.92
игорь кочетков (2).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,10.92,14.3,1.21
игорь кочетков (3).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,10.86,11.0,0.94
игорь кочетков (4).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.95,23.0,1.08
Игорь Ясулович (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.74,20.5,1.28
Игорь Ясулович (2).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.49,23.5,1.26
Игорь Ясулович (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.56,31.3,1.21
илья ковальчук (1).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.81,33.9,1.15
илья ковальчук (10).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,12.27,20.1,1.27
илья ковальчук (11).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.88,19.1,1.15
илья ковальчук (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,3.35,39.8,0.89
илья ковальчук (4).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,6.42,21.9,1.04
илья ковальчук (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.65,15.7,1.1
илья ковальчук (6).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.11,18.9,1.1
илья ковальчук (7).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.33,18.3,1.08
илья ковальчук (8).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,8.63,20.4,1.15
илья ковальчук (9).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,13.22,20.4,1.3
Ирина Ананьина (1).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,10.96,14.1,1.24
Ирина Ананьина (10).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,3.95,9.1,0.91
Ирина Ананьина (11).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.58,31.4,0.98
Ирина Ананьина (12).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.27,17.8,1.1
Ирина Ананьина (13).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,15.86,25.4,1.37
Ирина Ананьина (14).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,10.57,54.0,1.21
Ирина Ананьина (3).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.46,15.7,1.27
Ирина Ананьина (4).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,16.36,24.1,1.41
Ирина Ананьина (5).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,7.32,16.5,1.1
Ирина Ананьина (6).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,13.57,8.8,1.31
Ирина Ананьина (7).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.59,24.0,1.27
Ирина Ананьина (8).jpg,2025-04-17 15:48:38,прямоугольный,низкие,горизонтальная,,6.86,14.3,1.08
Ирина Ананьина (9).jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,11.22,27.8,1.22
Ирина Ракшина10.jpg,2025-04-17 15:48:38,прямоугольный,высокие,горизонтальная,,9.09,18.4,1.18
